FI Utilities Corp,MaturityDate,OfferingDate,State RegionFromPrimaryAddress,SeniorityLevel,CouponRate,CouponatOffer,OfferingAmount,Rating
IQT32233840,6/30/2036,8/21/1996,GA,Senior Unsecured,7.75,7.75,225,Unknown
IQT14217416,7/15/1999,8/22/1996,MI,Senior Unsecured,6.75,6.75,0.367,BB
IQT14217417,8/15/2003,8/22/1996,MI,Senior Unsecured,8,8,1.424,BB
IQT14217418,8/15/2003,8/22/1996,MI,Senior Unsecured,7.875,7.875,0.445,BB
IQT14217235,8/1/2000,8/26/1996,MS,Senior Unsecured,7.8,7.8,45,BBB-
IQT14217614,7/15/1999,8/29/1996,MI,Senior Unsecured,6.875,6.875,0.144,BB
IQT14217633,8/15/2003,8/29/1996,MI,Senior Unsecured,8.125,8.125,1.212,BB
IQT14217632,8/15/2003,8/29/1996,MI,Senior Unsecured,8,8,1.007,BB
IQT14217613,7/15/1999,9/5/1996,MI,Senior Unsecured,7,7,0.257,BB
IQT14217631,8/15/2003,9/5/1996,MI,Senior Unsecured,8.25,8.25,1.023,BB
IQT14217630,8/15/2003,9/5/1996,MI,Senior Unsecured,8.125,8.125,0.493,BB
IQT14217542,9/15/2003,9/10/1996,TX,Senior Unsecured,7.375,7.375,100,BBB
IQT2590342,9/30/2026,9/11/1996,OH,Junior Subordinate,8.25,8.25,75,BBB+
IQT14217751,9/15/1999,9/12/1996,MI,Senior Unsecured,7.25,7.25,0.502,BB
IQT14217796,9/15/2003,9/12/1996,MI,Senior Unsecured,8.375,8.375,1.333,BB
IQT14217795,9/15/2003,9/12/1996,MI,Senior Unsecured,8.25,8.25,1.749,BB
IQT14217908,3/18/1998,9/13/1996,MA,Senior Secured,6.2,6.2,10,A-
IQT14217982,9/15/2003,9/17/1996,AL,Senior Unsecured,7.14,7.14,5,A+
IQT14217995,9/20/2006,9/17/1996,AL,Senior Unsecured,7.34,7.34,5,A+
